0,1,2,3,4,5,6,7,anomaly
-0.95275146,-0.9658557,-0.9210821,0.5427606,-0.9439538,-0.92704517,-0.7481855,-0.940708,-1
-0.9688128,-0.95646733,-0.9312652,0.42808092,-0.9326219,-0.90709263,-0.75347203,-0.9721465,-1
-0.9713451,-0.9409385,-0.9139081,0.42433077,-0.95022804,-0.96489495,-0.73980707,-0.96462786,-1
-0.9556636,-0.9569981,-0.8613715,0.28423786,-0.9445036,-0.9247556,-0.6098513,-0.9345355,-1
-0.9863911,-0.9633106,-0.95756024,0.3274397,-0.9481146,-0.9494243,-0.7231898,-0.97058374,-1
-0.956762,-0.9781217,-0.9189135,0.4185626,-0.9711637,-0.94333875,-0.7465417,-0.9785939,-1
-0.9785979,-0.9569191,-0.8876654,0.42904237,-0.9597335,-0.96276116,-0.787772,-0.9711841,-1
-0.95345175,-0.93801147,-0.9041566,0.4127437,-0.95085746,-0.9312336,-0.75333303,-0.9201848,-1
-0.9181292,-0.98328084,-0.95212954,0.4060951,-0.9298952,-0.9707407,-0.68371046,-0.98284394,-1
-0.94994,-0.95552224,-0.8766843,0.3467656,-0.9362102,-0.92916244,-0.6517264,-0.95586586,-1
-0.9732156,-0.97983533,-0.9599017,0.45916256,-0.9580808,-0.9530014,-0.75194,-0.9732507,-1
-0.892416,-0.9347651,-0.7975079,0.104985155,-0.8969703,-0.8949144,-0.636128,-0.9037768,1
-0.9608923,-0.9705283,-0.95604146,0.47856757,-0.971125,-0.9439711,-0.81120855,-0.958859,-1
-0.96797836,-0.9761358,-0.859978,0.5279834,-0.966055,-0.9431943,-0.7082864,-0.97654706,-1
-0.97340405,-0.9664202,-0.9224266,0.50283587,-0.91349024,-0.8979183,-0.8492596,-0.96390563,-1
-0.9626199,-0.96454793,-0.92065626,0.3475641,-0.9533674,-0.9494624,-0.745674,-0.9655164,-1
-0.96533465,-0.9442892,-0.8894212,0.26428837,-0.9541182,-0.9361606,-0.793576,-0.93633634,-1
-0.9733826,-0.965389,-0.8970262,0.24044238,-0.9498841,-0.95931673,-0.80954075,-0.9615224,-1
-0.967839,-0.9558805,-0.90400374,0.23610196,-0.90369815,-0.84096456,-0.74260795,-0.92609787,-1
-0.963002,-0.9637832,-0.9382821,0.38758275,-0.92847514,-0.9169384,-0.5813062,-0.9524489,-1
-0.96320444,-0.94911945,-0.8752259,0.3339216,-0.85437024,-0.94085723,-0.6243331,-0.9474789,-1
-0.9974367,-0.9981678,-0.9778992,0.4495915,-0.98234826,-0.9896531,-0.8450111,-0.9966772,-1
-0.9890856,-0.9871992,-0.94115186,0.38852647,-0.96016574,-0.9772116,-0.761525,-0.97228587,-1
-0.98040867,-0.9811131,-0.91792995,0.56042373,-0.95303035,-0.95436925,-0.8233605,-0.9733402,-1
-0.93964624,-0.94248056,-0.9060468,0.38164344,-0.9610522,-0.9456162,-0.8316668,-0.96346337,-1
-0.98257405,-0.97483987,-0.9193305,0.6467687,-0.9564074,-0.9480119,-0.8591819,-0.97365975,-1
-0.9800761,-0.9736519,-0.9425897,0.44040546,-0.9489514,-0.9469916,-0.7861339,-0.9586111,-1
-0.9455059,-0.97490615,-0.91146547,0.5410496,-0.96221316,-0.9421907,-0.74814045,-0.9363012,-1
-0.9711152,-0.97318435,-0.862219,0.46365798,-0.9457159,-0.95199174,-0.7790104,-0.9629768,-1
-0.9122614,-0.954288,-0.927606,0.36197263,-0.90082896,-0.92031366,-0.7944208,-0.96052223,-1
-0.9763289,-0.9736023,-0.94938505,0.38022867,-0.95781326,-0.9697854,-0.71757174,-0.971141,-1
-0.9685422,-0.97989166,-0.96163744,0.4540326,-0.97184765,-0.9485411,-0.83806026,-0.97365975,-1
-0.93083465,-0.93352616,-0.84793955,0.3436584,-0.9179526,-0.9108047,-0.6882848,-0.9389746,-1
-0.95478225,-0.9321386,-0.8709683,0.487792,-0.9037125,-0.89000875,-0.7831313,-0.94237703,-1
-0.9441474,-0.9326429,-0.9202106,0.5354519,-0.9236891,-0.92951083,-0.7202356,-0.94415265,-1
-0.97783095,-0.96379006,-0.9671268,0.40702504,-0.9594084,-0.955661,-0.63836706,-0.96731746,-1
-0.98967224,-0.9812707,-0.97019887,0.640228,-0.9882732,-0.96883446,-0.8127749,-0.9794116,-1
-0.9670688,-0.96061254,-0.92107576,0.19148459,-0.9678749,-0.96853656,-0.7125081,-0.9808907,-1
-0.96325034,-0.9439021,-0.8806588,0.3958821,-0.93559,-0.92327297,-0.5650449,-0.9594426,-1
-0.9556265,-0.9613476,-0.92385936,0.21360117,-0.9516762,-0.9471717,-0.7119419,-0.9812313,-1
-0.9692374,-0.9670385,-0.91205424,0.25129813,-0.9081773,-0.9568776,-0.63474923,-0.960093,-1
-0.9395568,-0.97004324,-0.90958315,0.43524188,-0.941318,-0.9497651,-0.69015634,-0.948849,-1
-0.89642215,-0.8609475,-0.81352204,0.2044165,-0.86733055,-0.78201437,-0.55318433,-0.76100403,-1
-0.9731259,-0.9701882,-0.9486444,0.35642937,-0.97314763,-0.9697844,-0.630492,-0.96933836,-1
-0.981684,-0.9730014,-0.97112864,0.142929,-0.9606114,-0.9576286,-0.769439,-0.9837696,-1
-0.9595353,-0.9612234,-0.93579376,0.533796,-0.925768,-0.91550016,-0.7650444,-0.9634922,-1
-0.97214407,-0.9769356,-0.951868,0.74396574,-0.9665312,-0.9567841,-0.73294824,-0.97565025,-1
-0.9753167,-0.9711608,-0.92880845,0.39080596,-0.9567701,-0.9428918,-0.7342037,-0.97586966,-1
-0.97049105,-0.97034055,-0.9088899,0.634649,-0.9439519,-0.9773626,-0.73887473,-0.9749325,-1
-0.9786627,-0.97030884,-0.9193246,0.42183578,-0.9626457,-0.9375355,-0.7644521,-0.9741416,-1
-0.9793449,-0.96834224,-0.9478307,0.63024825,-0.9559621,-0.9406556,-0.79613173,-0.9282197,-1
-0.9871121,-0.97944653,-0.9281978,0.6100816,-0.96981025,-0.9653662,-0.6896671,-0.9670851,-1
-0.9557981,-0.9350241,-0.91596764,0.41585162,-0.9294281,-0.92444277,-0.6920374,-0.9215652,-1
-0.970158,-0.95557404,-0.92171115,0.46921343,-0.9369519,-0.9268183,-0.7610896,-0.9246272,-1
-0.95649743,-0.9639219,-0.89086556,0.18411632,-0.9494862,-0.93250567,-0.7748072,-0.94260097,-1
-0.96877784,-0.9670392,-0.8765701,0.20620371,-0.9466087,-0.9300015,-0.7357472,-0.97623724,-1
-0.98629093,-0.97944474,-0.88061816,0.43811268,-0.9562815,-0.9789344,-0.7751237,-0.9815844,-1
-0.9901476,-0.9800108,-0.87359405,0.15741287,-0.9541155,-0.9896672,-0.780629,-0.9866729,-1
-0.9618499,-0.9928917,-0.96919686,0.57222444,-0.97273177,-0.9441338,-0.8486871,-0.9763118,-1
-0.97245806,-0.97081536,-0.9396862,0.45036456,-0.9632883,-0.9652312,-0.77744603,-0.9854111,-1
-0.9417487,-0.92472416,-0.865669,0.21286419,-0.8766876,-0.891289,-0.68458277,-0.9177845,-1
-0.9531994,-0.9617668,-0.8935586,0.21651186,-0.95320624,-0.92855895,-0.8086557,-0.9153479,-1
-0.984085,-0.9910308,-0.94756806,0.45312515,-0.95118314,-0.9788169,-0.77190405,-0.98698807,-1
-0.9845855,-0.96716815,-0.92173797,0.5201373,-0.9684143,-0.9649774,-0.80299205,-0.9855076,-1
-0.9731948,-0.9866392,-0.9390829,0.6807196,-0.98086935,-0.961344,-0.8769265,-0.96986705,-1
-0.9721413,-0.9535115,-0.93573695,0.33923182,-0.9219242,-0.9064711,-0.72625226,-0.94411063,-1
-0.97677594,-0.9769308,-0.92428374,0.18033934,-0.94648135,-0.96687126,-0.803223,-0.977051,-1
-0.97685236,-0.9814488,-0.92103946,0.59342253,-0.96179324,-0.96878165,-0.7347687,-0.97812265,-1
-0.95248187,-0.9660423,-0.88911307,0.43866417,-0.9598364,-0.9334108,-0.71803653,-0.9618654,-1
-0.96104914,-0.95525956,-0.94026995,0.47641486,-0.9494165,-0.89394075,-0.8199432,-0.922234,-1
-0.97770447,-0.9785864,-0.9112537,0.28837335,-0.94045365,-0.93034816,-0.583481,-0.91422695,-1
-0.9136478,-0.9344799,-0.90071857,0.383544,-0.8381694,-0.8607739,-0.6080525,-0.91161716,-1
-0.9847221,-0.9683678,-0.9431865,0.48188806,-0.9304552,-0.9470221,-0.6691767,-0.9589514,-1
-0.97591937,-0.9703145,-0.96215093,0.42922798,-0.9419892,-0.94346774,-0.6737824,-0.98359877,-1
-0.94640046,-0.95625526,-0.9086109,0.3511264,-0.9440747,-0.95124507,-0.5848663,-0.97257864,-1
-0.9835628,-0.98317397,-0.9162772,0.37180996,-0.9766396,-0.96767265,-0.7980281,-0.9644258,-1
-0.9393982,-0.9625028,-0.8990951,0.36877826,-0.8992733,-0.9195447,-0.72031564,-0.9214861,-1
-0.97064435,-0.97166055,-0.8957382,0.30619705,-0.92251754,-0.9444219,-0.7634254,-0.97027725,-1
-0.9904949,-0.9926049,-0.9686544,0.3777128,-0.98412395,-0.97300583,-0.91441894,-0.99295104,-1
-0.9819565,-0.9861281,-0.9773025,0.56736976,-0.96661216,-0.9730786,-0.8589518,-0.9820828,-1
-0.94457746,-0.9339459,-0.828305,0.47945586,-0.9377879,-0.90077406,-0.5978312,-0.9358063,-1
-0.9234256,-0.9418066,-0.88523084,0.3710327,-0.9075882,-0.9147851,-0.6826016,-0.96421427,-1
-0.98633504,-0.9741542,-0.9557507,0.5355873,-0.9828442,-0.9656275,-0.7130596,-0.9814562,-1
-0.97856057,-0.9669196,-0.908872,0.45091197,-0.9549351,-0.95471907,-0.73754364,-0.97266424,-1
-0.97536737,-0.9751401,-0.9420022,0.436604,-0.9745108,-0.9743852,-0.83563775,-0.98085177,-1
-0.97408575,-0.9733,-0.9128233,0.4970706,-0.96899205,-0.9545046,-0.76426196,-0.97325504,-1
-0.9707915,-0.9780099,-0.91148007,0.30326608,-0.9677993,-0.9540868,-0.7605834,-0.96364635,-1
-0.9900594,-0.98836035,-0.95990175,0.46067786,-0.9744499,-0.97236127,-0.8088417,-0.9792026,-1
-0.95304054,-0.9783667,-0.9485512,0.4699996,-0.98144007,-0.9468135,-0.8422107,-0.9378488,-1
-0.95329577,-0.9534995,-0.8982434,0.3790456,-0.937815,-0.90836054,-0.77958614,-0.95607877,-1
-0.90894693,-0.94515973,-0.8677149,0.32508042,-0.9126366,-0.91089976,-0.5333433,-0.94322056,-1
-0.98838335,-0.98456854,-0.95887375,0.25761953,-0.9687091,-0.9667323,-0.8081186,-0.9807767,-1
-0.94776964,-0.9613394,-0.91502565,0.19019483,-0.9290197,-0.8532143,-0.6637119,-0.8950381,-1
-0.96256024,-0.9575834,-0.90521747,0.3159411,-0.90547395,-0.9023465,-0.61854047,-0.9529371,-1
-0.9629316,-0.978266,-0.9206001,0.48046654,-0.95763856,-0.9778448,-0.8747677,-0.991733,-1
-0.90424365,-0.94102645,-0.91545916,0.25686324,-0.8802547,-0.8817676,-0.6758953,-0.91598,-1
-0.989248,-0.99279916,-0.96739405,0.54425675,-0.95748097,-0.97996986,-0.87887204,-0.981984,-1
-0.9668045,-0.96104103,-0.8902575,0.48425192,-0.9552926,-0.9300789,-0.71982837,-0.9790728,-1
-0.94679564,-0.95509803,-0.87224054,0.43221852,-0.91960645,-0.9045186,-0.55948377,-0.91741765,-1
-0.96528566,-0.9551046,-0.8917681,0.31843156,-0.96582264,-0.9430164,-0.72569704,-0.94297373,-1
-0.98209584,-0.98284566,-0.9159431,0.549669,-0.94681156,-0.95785636,-0.7285433,-0.96302223,-1
-0.97577333,-0.98228097,-0.9678128,0.47409844,-0.9515528,-0.96473444,-0.6714261,-0.96893317,-1
-0.9829196,-0.98052734,-0.92866933,0.22498925,-0.9636444,-0.9563262,-0.65951914,-0.96484995,-1
-0.9840478,-0.96957487,-0.927017,0.5320756,-0.9572631,-0.94247395,-0.71417797,-0.963342,-1
-0.9683704,-0.9838915,-0.9330863,0.58414227,-0.97097534,-0.9480159,-0.73074305,-0.9694221,-1
-0.97636575,-0.9700828,-0.9299777,0.15859376,-0.9480447,-0.92934906,-0.7600862,-0.9642408,-1
-0.9646979,-0.96737874,-0.9064969,0.28080648,-0.9478608,-0.92429405,-0.69795537,-0.96047217,-1
-0.96877116,-0.9694892,-0.9010295,0.33064234,-0.94204134,-0.92540586,-0.64799535,-0.9639702,-1
-0.9283973,-0.9606846,-0.911598,0.3868395,-0.9621652,-0.94276285,-0.78884715,-0.9738236,-1
-0.9383726,-0.92839074,-0.9001952,0.2912755,-0.9075874,-0.83929026,-0.74677074,-0.9253133,-1
-0.95624113,-0.9779069,-0.96243286,0.56042784,-0.9400868,-0.95932287,-0.752416,-0.96899354,-1
-0.97187346,-0.97816634,-0.94661075,0.50960356,-0.9676691,-0.91533434,-0.82720506,-0.9608731,-1
-0.98069805,-0.9820781,-0.95199203,0.43332434,-0.9475003,-0.9608588,-0.73356324,-0.96187425,-1
-0.96999377,-0.96588546,-0.92612153,0.41858712,-0.959459,-0.93265206,-0.7866037,-0.97703236,-1
-0.97857857,-0.97286206,-0.9419267,0.6898183,-0.97290754,-0.9582239,-0.77375877,-0.97027844,-1
-0.9505731,-0.9463956,-0.92549294,0.038172085,-0.93256897,-0.8914557,-0.6763127,-0.9579359,-1
-0.99267906,-0.9712226,-0.964716,0.5871434,-0.9734982,-0.9650786,-0.74493414,-0.97934204,-1
-0.9536623,-0.94600654,-0.94825774,0.5003456,-0.9167942,-0.93170065,-0.63746774,-0.9398079,-1
-0.97521883,-0.95872104,-0.9175237,0.56380945,-0.93901485,-0.9214578,-0.7448274,-0.9396203,-1
-0.9832225,-0.97982085,-0.9424753,0.6643961,-0.9447748,-0.9700045,-0.779551,-0.9769817,-1
-0.9638837,-0.9427181,-0.8943548,0.2999231,-0.90057135,-0.8894649,-0.72230464,-0.9466369,-1
-0.9870032,-0.99370646,-0.9794745,0.53590846,-0.97431725,-0.98188835,-0.8241707,-0.982376,-1
-0.97176623,-0.96467173,-0.9088955,0.24630094,-0.8949119,-0.9507754,-0.7757431,-0.9405678,-1
-0.97945577,-0.9846671,-0.9451692,0.7185288,-0.95048165,-0.9544399,-0.69137096,-0.9767059,-1
-0.8820102,-0.90063965,-0.7910312,0.12240678,-0.87755626,-0.84217834,-0.6645996,-0.87854296,1
-0.9422957,-0.92626107,-0.89879006,0.23434687,-0.9107222,-0.9193307,-0.6426995,-0.9527747,-1
-0.96905506,-0.9806929,-0.9310121,0.03515391,-0.94764996,-0.9503622,-0.69435,-0.96754056,-1
-0.9721674,-0.9735357,-0.94249165,0.4573938,-0.9091068,-0.95560586,-0.7355858,-0.95938915,-1
-0.97055894,-0.96873075,-0.9388682,0.43481398,-0.96769935,-0.97327214,-0.735157,-0.9751697,-1
-0.97937,-0.976009,-0.95692563,0.5505445,-0.9513164,-0.9695364,-0.6731988,-0.97866166,-1
-0.92882746,-0.96262383,-0.8957761,0.37133574,-0.9057407,-0.9120228,-0.542711,-0.9204721,-1
-0.9854966,-0.9761593,-0.9360263,0.34298107,-0.89847153,-0.9360113,-0.81604934,-0.9798942,-1
-0.9560734,-0.9857454,-0.95622,0.40122205,-0.9437048,-0.9510622,-0.7957773,-0.9618785,-1
-0.9555494,-0.9642376,-0.9356173,0.4505197,-0.94476753,-0.9471232,-0.65861344,-0.95404434,-1
-0.9758442,-0.9645873,-0.92892253,0.40550387,-0.92781854,-0.9220021,-0.7995768,-0.9628857,-1
-0.9811421,-0.9790761,-0.9241019,0.46947387,-0.9799577,-0.96489877,-0.7872813,-0.9850966,-1
-0.9725977,-0.9714812,-0.89106876,0.39278665,-0.9566972,-0.9426283,-0.7600126,-0.9549069,-1
-0.9516089,-0.92373765,-0.8956495,0.26018512,-0.8965127,-0.8841443,-0.5799455,-0.9141614,-1
-0.9816034,-0.9845023,-0.933262,0.57109815,-0.97460514,-0.97617155,-0.8101838,-0.9832999,-1
-0.9629399,-0.94853514,-0.9047143,0.46719456,-0.9339852,-0.9436219,-0.7394105,-0.9750543,-1
-0.9643824,-0.98197657,-0.9538617,0.2815367,-0.9593922,-0.9744417,-0.7313929,-0.9779239,-1
-0.9844967,-0.97809774,-0.93005115,0.40185744,-0.964974,-0.96586996,-0.74310493,-0.9574746,-1
-0.99558276,-0.9855092,-0.957754,0.40404633,-0.9773051,-0.98372644,-0.9054685,-0.98264366,-1
-0.9787251,-0.9603053,-0.9296593,0.42038286,-0.9343961,-0.9352608,-0.6508422,-0.9427204,-1
-0.9656656,-0.9731488,-0.9337891,0.48720145,-0.9123102,-0.9761131,-0.78009033,-0.97707117,-1
-0.93258375,-0.90266013,-0.8540396,0.12787767,-0.8396953,-0.90951484,-0.74368596,-0.90972,-1
-0.95912164,-0.97349286,-0.9516223,0.1946605,-0.9506217,-0.9435615,-0.7469845,-0.9558326,-1
-0.9737577,-0.95431596,-0.9353641,0.35566092,-0.9623676,-0.920886,-0.70106167,-0.94315743,-1
-0.97692406,-0.9637086,-0.91699433,0.31317276,-0.9211004,-0.96410954,-0.7173253,-0.965988,-1
-0.96268755,-0.9490912,-0.9120837,0.39416507,-0.8821932,-0.9436059,-0.7917269,-0.95633835,-1
-0.9748557,-0.939991,-0.88752764,0.37631756,-0.94059944,-0.9558272,-0.6943255,-0.9541718,-1
-0.9871477,-0.96812034,-0.94148016,0.4706618,-0.9436199,-0.9511343,-0.74230015,-0.9823372,-1
-0.99166167,-0.9811808,-0.9736032,0.5669601,-0.97005165,-0.9571802,-0.7518957,-0.98503864,-1
-0.9853079,-0.9809453,-0.91124815,0.33721772,-0.96205604,-0.9585431,-0.7930252,-0.9656529,-1
-0.98232925,-0.9775637,-0.94178784,0.52291334,-0.9515683,-0.96274585,-0.79268473,-0.95552105,-1
-0.9670382,-0.9602753,-0.8982797,0.36341193,-0.9458656,-0.950821,-0.5413456,-0.9743757,-1
-0.9713405,-0.9660968,-0.90725064,0.52273685,-0.9539368,-0.9590814,-0.71442896,-0.97134215,-1
-0.9572405,-0.95364046,-0.8892832,0.31561205,-0.93997514,-0.9157517,-0.7170011,-0.95196414,-1
-0.9642475,-0.9398173,-0.9265449,0.14097792,-0.9425681,-0.9300738,-0.67700064,-0.9134155,-1
-0.9828792,-0.96493477,-0.9441464,0.38955733,-0.90696484,-0.95084465,-0.756046,-0.9596825,-1
-0.98384845,-0.977925,-0.9501008,0.0083629405,-0.9813754,-0.9794825,-0.81150204,-0.9777772,-1
-0.9580475,-0.93448627,-0.93117094,0.34641737,-0.94930017,-0.90574294,-0.81415546,-0.9552834,-1
-0.9188704,-0.9646639,-0.86122835,0.23694284,-0.9301308,-0.9352552,-0.808781,-0.9523307,-1
-0.9719681,-0.9870336,-0.97259784,0.34646747,-0.94992054,-0.94072914,-0.8640355,-0.9729006,-1
-0.9682646,-0.97121036,-0.9336353,0.391475,-0.9609364,-0.91581684,-0.85280484,-0.96807337,-1
-0.9557253,-0.9643022,-0.9296613,0.62066364,-0.93523926,-0.92741704,-0.7884716,-0.968449,-1
-0.96540105,-0.98057944,-0.9356313,0.2755809,-0.96893495,-0.9606178,-0.83704597,-0.9291174,-1
-0.98274916,-0.97116923,-0.9266298,0.24535312,-0.94773114,-0.93317616,-0.7877223,-0.9536285,-1
-0.9755658,-0.9569008,-0.856142,0.64833206,-0.8999499,-0.9312251,-0.7036046,-0.9514383,-1
-0.96404433,-0.9748123,-0.9149941,0.16053367,-0.95696616,-0.95843726,-0.61275613,-0.94911146,-1
-0.9623371,-0.9519909,-0.94647694,0.13869886,-0.8804834,-0.8672515,-0.6857635,-0.9597161,-1
-0.9839026,-0.9930363,-0.95117056,0.44805503,-0.9513904,-0.97243357,-0.8415206,-0.973548,-1
-0.96593404,-0.9455033,-0.8802661,0.24806717,-0.921996,-0.94078666,-0.7506156,-0.9445871,-1
-0.9492916,-0.9568607,-0.8990412,0.4005358,-0.93132883,-0.9139643,-0.8136842,-0.93245673,-1
-0.9572342,-0.94438475,-0.926842,0.40556633,-0.8851961,-0.8545066,-0.71176153,-0.9243716,-1
-0.9690601,-0.9758384,-0.9377988,0.48628187,-0.9516694,-0.972428,-0.72411454,-0.9733496,-1
